meeting date,track,race number,start time,distance,age restrictions,class restrictions,weight restrictions,race prizemoney,sex restrictions,weight type,race name,jockeys can claim,horse name,horse age,horse sex,horse sire,horse dam,horse number,horse jockey,horse barrier,horse trainer,horse weight,horse claim,horse last10,horse record,horse record distance,horse record track,horse record track distance,horse record firm,horse record good,horse record soft,horse record heavy,horse record jumps,horse record first up,horse record second up,horse prize money,form barrier,form class,form distance,form jockey,form margin,form meeting date,form name,form other runners,form position,form price,form time,form track,form track condition,form weight,horse record synthetic,meeting id, race id, horse id, horse trainer id, horse jockey id, form trainer id, form jockey id,prizemoney
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Young Rascal,6,Gelding,Intello,Rock My Soul,1,John Allen,10,Archie Alexander,62,0,7x11x56x19x17x7,13:6-1-0,1: 1-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:1-0-0,6:4-1-0,1:0-0-0,0:0-0-0,7:4-1-0,5:2-0-0,$369 503,3,Open,2000,J Allen,5.3,29/08/20,Neds Price Boost Qlty,1-Al Galayel,7,7.5,02:02.21,Caulfield,Good 4,62,1:1-0-0,173375,847902,897578,26365,14854,26365,14854,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Young Rascal,6,Gelding,Intello,Rock My Soul,1,John Allen,10,Archie Alexander,62,0,7x11x56x19x17x7,13:6-1-0,1: 1-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:1-0-0,6:4-1-0,1:0-0-0,0:0-0-0,7:4-1-0,5:2-0-0,$369 503,9,Group 1,3200,T Marquand,6.2,11/04/20,Schweppes Sydney Cup,1-Etah James,7,2.9,03:28.46,Randwick,Heavy 8,56,1:1-0-0,171656,837536,897578,26365,14854,22103,15796,$1000000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Young Rascal,6,Gelding,Intello,Rock My Soul,1,John Allen,10,Archie Alexander,62,0,7x11x56x19x17x7,13:6-1-0,1: 1-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:1-0-0,6:4-1-0,1:0-0-0,0:0-0-0,7:4-1-0,5:2-0-0,$369 503,10,Group 3,2400,T Marquand,0.4,21/03/20,N.E. Manion Cup,2-Mugatoo,1,7.5,02:31.54,Rosehill,Soft 6,59,1:1-0-0,171400,835959,897578,26365,14854,22103,15796,$160000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Young Rascal,6,Gelding,Intello,Rock My Soul,1,John Allen,10,Archie Alexander,62,0,7x11x56x19x17x7,13:6-1-0,1: 1-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:1-0-0,6:4-1-0,1:0-0-0,0:0-0-0,7:4-1-0,5:2-0-0,$369 503,10,Group 1,2400,L Dettori,12.3,08/12/19,The Longines Hong Kong Vase,1-Glory Vase,9,65,02:24.77,Sha Tin,Good ,57,1:1-0-0,169852,826846,897578,26365,14854,22103,9224,$20000000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Young Rascal,6,Gelding,Intello,Rock My Soul,1,John Allen,10,Archie Alexander,62,0,7x11x56x19x17x7,13:6-1-0,1: 1-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:1-0-0,6:4-1-0,1:0-0-0,0:0-0-0,7:4-1-0,5:2-0-0,$369 503,3,Listed,2414,T Marquand,3.0,04/11/19,Floodlit Stakes,,1,5,02:30.64,G B - Kempton Park,Synthetic ,59,1:1-0-0,169869,826863,897578,26365,14854,22103,15796,$0
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Young Rascal,6,Gelding,Intello,Rock My Soul,1,John Allen,10,Archie Alexander,62,0,7x11x56x19x17x7,13:6-1-0,1: 1-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:1-0-0,6:4-1-0,1:0-0-0,0:0-0-0,7:4-1-0,5:2-0-0,$369 503,5,Group 2,2414,J Doyle,15.3,04/05/19,Jockey Club,,6,6,02:33.49,G B - Newmarket,Good ,57.5,1:1-0-0,168873,821885,897578,26365,14854,22103,13824,$177659
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Young Rascal,6,Gelding,Intello,Rock My Soul,1,John Allen,10,Archie Alexander,62,0,7x11x56x19x17x7,13:6-1-0,1: 1-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:1-0-0,6:4-1-0,1:0-0-0,0:0-0-0,7:4-1-0,5:2-0-0,$369 503,6,Group 3,2414,J Doyle,6.8,13/04/19,John Porter,,5,2.6,02:42.15,G B - Newbury,Soft ,58.5,1:1-0-0,169326,826860,897578,26365,14854,22103,13824,$106596
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Young Rascal,6,Gelding,Intello,Rock My Soul,1,John Allen,10,Archie Alexander,62,0,7x11x56x19x17x7,13:6-1-0,1: 1-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:1-0-0,6:4-1-0,1:0-0-0,0:0-0-0,7:4-1-0,5:2-0-0,$369 503,3,Group 3,2414,J Crowley,0.0,27/10/18,St Simon Stks,,1,2,02:38.54,G B - Newbury,Soft ,57.5,1:1-0-0,168728,821050,897578,26365,14854,22103,13612,$102220
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Young Rascal,6,Gelding,Intello,Rock My Soul,1,John Allen,10,Archie Alexander,62,0,7x11x56x19x17x7,13:6-1-0,1: 1-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:1-0-0,6:4-1-0,1:0-0-0,0:0-0-0,7:4-1-0,5:2-0-0,$369 503,2,Group 3,2213,J Crowley,0.1,22/09/18,Legacy Cup Stak,,1,3.5,02:25.98,G B - Newbury,Soft ,57,1:1-0-0,163418,793787,897578,26365,14854,22103,13612,$0
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Young Rascal,6,Gelding,Intello,Rock My Soul,1,John Allen,10,Archie Alexander,62,0,7x11x56x19x17x7,13:6-1-0,1: 1-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:1-0-0,6:4-1-0,1:0-0-0,0:0-0-0,7:4-1-0,5:2-0-0,$369 503,9,Group 1,2420,J Doyle,16.5,02/06/18,Epsom Derby,,7,9.5,02:34.93,G B - Epsom,Good ,57,1:1-0-0,165426,826864,897578,26365,14854,22103,13824,$2555507
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Lord Belvedere,7,Gelding,Archipenko,Diablerette,2,B Melham,5,C Maher & D Eustace,59,0,212x141x7811,24:7-6-2,3: 2-1-0,3: 3-0-0,2: 2-0-0,0:0-0-0,9:3-2-1,11:4-3-0,2:0-0-0,0:0-0-0,5:1-1-1,5:0-1-0,$335 735,4,Open,2600,B Melham,0.1,04/07/20,Banjo Paterson Final,2-Alfarris,1,2.8,02:48.31,Flemington,Soft 7,59.5,2:0-1-1,172740,843830,858643,27269,13198,27269,13198,$120000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Lord Belvedere,7,Gelding,Archipenko,Diablerette,2,B Melham,5,C Maher & D Eustace,59,0,212x141x7811,24:7-6-2,3: 2-1-0,3: 3-0-0,2: 2-0-0,0:0-0-0,9:3-2-1,11:4-3-0,2:0-0-0,0:0-0-0,5:1-1-1,5:0-1-0,$335 735,11,Open,2540,B Melham,0.8,20/06/20,George Watson Qlty,2-Chapada,1,15,02:39.88,Flemington,Soft 5,57,2:0-1-1,172600,842852,858643,27269,13198,27269,13198,$108000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Lord Belvedere,7,Gelding,Archipenko,Diablerette,2,B Melham,5,C Maher & D Eustace,59,0,212x141x7811,24:7-6-2,3: 2-1-0,3: 3-0-0,2: 2-0-0,0:0-0-0,9:3-2-1,11:4-3-0,2:0-0-0,0:0-0-0,5:1-1-1,5:0-1-0,$335 735,7,Open,2100,B Melham,9.0,02/05/20,Ladbrokes Switch Hcp,1-Rising Red,8,20,02:16.92,Sandown-Lakeside,Heavy 9,56,2:0-1-1,171908,839102,858643,27269,13198,27269,13198,$108000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Lord Belvedere,7,Gelding,Archipenko,Diablerette,2,B Melham,5,C Maher & D Eustace,59,0,212x141x7811,24:7-6-2,3: 2-1-0,3: 3-0-0,2: 2-0-0,0:0-0-0,9:3-2-1,11:4-3-0,2:0-0-0,0:0-0-0,5:1-1-1,5:0-1-0,$335 735,6,Bench. 90,2000,J Eaton,8.4,04/04/20,Remember Roy Higgins (Bm90),1-Salsamor,7,17,02:08.47,Caulfield,Heavy 9,58.5,2:0-1-1,171596,837159,858643,27269,13198,27269,15516,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Lord Belvedere,7,Gelding,Archipenko,Diablerette,2,B Melham,5,C Maher & D Eustace,59,0,212x141x7811,24:7-6-2,3: 2-1-0,3: 3-0-0,2: 2-0-0,0:0-0-0,9:3-2-1,11:4-3-0,2:0-0-0,0:0-0-0,5:1-1-1,5:0-1-0,$335 735,10,Bench. 90,2500,B Melham,2.0,20/07/19,Harry White (Bm90),2-The Statesman,1,3.1,02:39.52,Flemington,Soft 5,56.5,2:0-1-1,167314,813851,858643,27269,13198,27269,13198,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Lord Belvedere,7,Gelding,Archipenko,Diablerette,2,B Melham,5,C Maher & D Eustace,59,0,212x141x7811,24:7-6-2,3: 2-1-0,3: 3-0-0,2: 2-0-0,0:0-0-0,9:3-2-1,11:4-3-0,2:0-0-0,0:0-0-0,5:1-1-1,5:0-1-0,$335 735,9,Bench. 88,1800,S Clipperton,1.5,15/06/19,Tab.Com.Au (Bm88),1-So You Win,4,7,01:50.87,Rosehill,Soft 5,58,2:0-1-1,166868,810923,858643,27269,13198,27269,14610,$125000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Lord Belvedere,7,Gelding,Archipenko,Diablerette,2,B Melham,5,C Maher & D Eustace,59,0,212x141x7811,24:7-6-2,3: 2-1-0,3: 3-0-0,2: 2-0-0,0:0-0-0,9:3-2-1,11:4-3-0,2:0-0-0,0:0-0-0,5:1-1-1,5:0-1-0,$335 735,8,Bench. 78,1600,J Allen,0.2,24/05/19,Mercedes-Benz Mornington-Bm78,2-Tristano,1,4.6,01:39.67,Cranbourne,Good 4,60,2:0-1-1,166553,809163,858643,27269,13198,27269,14854,$50000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Lord Belvedere,7,Gelding,Archipenko,Diablerette,2,B Melham,5,C Maher & D Eustace,59,0,212x141x7811,24:7-6-2,3: 2-1-0,3: 3-0-0,2: 2-0-0,0:0-0-0,9:3-2-1,11:4-3-0,2:0-0-0,0:0-0-0,5:1-1-1,5:0-1-0,$335 735,1,RS105,2384,P Muir,4.0,24/08/18,3yo+ Hcp (105),,2,13,02:30.15,G B - York,Good ,54.5,2:0-1-1,162547,802405,858643,27269,13198,27269,16419,$119257
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Lord Belvedere,7,Gelding,Archipenko,Diablerette,2,B Melham,5,C Maher & D Eustace,59,0,212x141x7811,24:7-6-2,3: 2-1-0,3: 3-0-0,2: 2-0-0,0:0-0-0,9:3-2-1,11:4-3-0,2:0-0-0,0:0-0-0,5:1-1-1,5:0-1-0,$335 735,4,RST90,2374,P Muir,0.1,11/08/18,Hcp (90),,1,3.25,02:32.07,G B - Haydock,Good ,66,2:0-1-1,166401,808260,858643,27269,13198,27269,16419,$34073
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Lord Belvedere,7,Gelding,Archipenko,Diablerette,2,B Melham,5,C Maher & D Eustace,59,0,212x141x7811,24:7-6-2,3: 2-1-0,3: 3-0-0,2: 2-0-0,0:0-0-0,9:3-2-1,11:4-3-0,2:0-0-0,0:0-0-0,5:1-1-1,5:0-1-0,$335 735,4,RS100,2384,P Mulrennan,4.5,13/07/18,3yo+ Hcp (100),,2,8,02:32.94,G B - York,Good ,60,2:0-1-1,166402,808261,858643,27269,13198,27269,14434,$34073
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Exemplar,7,Gelding,Galileo,Miarixa,3,M Zahra,11,C Maher & D Eustace,57.5,0,8230x036113,20:3-4-4,2: 1-0-0,6: 2-0-0,2: 1-0-0,0:0-0-0,7:0-2-2,12:3-2-2,1:0-0-0,2:0-0-1,5:0-1-0,4:1-0-1,$287 431,2,Open,2400,J Allen,2.6,29/08/20,Neds Same Race Multi Hcp,1-Persan,3,8.5,02:30.11,Caulfield,Good 4,60,0:0-0-0,173375,847898,864620,27269,11967,27269,14854,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Exemplar,7,Gelding,Galileo,Miarixa,3,M Zahra,11,C Maher & D Eustace,57.5,0,8230x036113,20:3-4-4,2: 1-0-0,6: 2-0-0,2: 1-0-0,0:0-0-0,7:0-2-2,12:3-2-2,1:0-0-0,2:0-0-1,5:0-1-0,4:1-0-1,$287 431,7,Open,2530,J Allen,1.3,08/08/20,Tab Hcp,2-Double You Tee,1,7,02:45.74,Flemington,Soft 7,56.5,0:0-0-0,173120,846351,864620,27269,11967,27269,14854,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Exemplar,7,Gelding,Galileo,Miarixa,3,M Zahra,11,C Maher & D Eustace,57.5,0,8230x036113,20:3-4-4,2: 1-0-0,6: 2-0-0,2: 1-0-0,0:0-0-0,7:0-2-2,12:3-2-2,1:0-0-0,2:0-0-1,5:0-1-0,4:1-0-1,$287 431,4,Open,2800,J Allen,0.1,18/07/20,Flemington Cup 1849,2-Sin To Win,1,21,02:58.64,Flemington,Soft 5,56,0:0-0-0,172904,844852,864620,27269,11967,27269,14854,$108000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Exemplar,7,Gelding,Galileo,Miarixa,3,M Zahra,11,C Maher & D Eustace,57.5,0,8230x036113,20:3-4-4,2: 1-0-0,6: 2-0-0,2: 1-0-0,0:0-0-0,7:0-2-2,12:3-2-2,1:0-0-0,2:0-0-1,5:0-1-0,4:1-0-1,$287 431,8,Bench. 84,2100,T Nugent,7.7,01/07/20,Ladbrokes Cash In (Bm84),1-Maliseet,6,51,02:14.18,Sandown-Lakeside,Soft 5,58,0:0-0-0,172716,843648,864620,27269,11967,27269,16002,$40000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Exemplar,7,Gelding,Galileo,Miarixa,3,M Zahra,11,C Maher & D Eustace,57.5,0,8230x036113,20:3-4-4,2: 1-0-0,6: 2-0-0,2: 1-0-0,0:0-0-0,7:0-2-2,12:3-2-2,1:0-0-0,2:0-0-1,5:0-1-0,4:1-0-1,$287 431,5,Maiden Hurdle,3200,S Pateman,12.3,05/05/20,Whalers Hotel Mdn Hrdl,1-Scholarly,3,5,03:43.28,Warrnambool,Soft 7,68.5,0:0-0-0,171950,839345,864620,27269,11967,27269,12609,$31500
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Exemplar,7,Gelding,Galileo,Miarixa,3,M Zahra,11,C Maher & D Eustace,57.5,0,8230x036113,20:3-4-4,2: 1-0-0,6: 2-0-0,2: 1-0-0,0:0-0-0,7:0-2-2,12:3-2-2,1:0-0-0,2:0-0-1,5:0-1-0,4:1-0-1,$287 431,9,Hurdle,3200,S Pateman,0.0,19/04/20,Ecycle Solutions 1jw Hrdl,1-Runaway,99,4.2,03:42.99,Racing.Com Park Syn,Soft 5,68.5,0:0-0-0,171766,838277,864620,27269,11967,27269,12609,$31500
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Exemplar,7,Gelding,Galileo,Miarixa,3,M Zahra,11,C Maher & D Eustace,57.5,0,8230x036113,20:3-4-4,2: 1-0-0,6: 2-0-0,2: 1-0-0,0:0-0-0,7:0-2-2,12:3-2-2,1:0-0-0,2:0-0-1,5:0-1-0,4:1-0-1,$287 431,2,Bench. 96,2800,M J Dee,20.7,05/11/19,The Macca's Run (Bm96),1-Shared Ambition,13,13,02:57.48,Flemington,Soft 6,54,0:0-0-0,169353,823760,864620,27269,11967,27164,15233,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Exemplar,7,Gelding,Galileo,Miarixa,3,M Zahra,11,C Maher & D Eustace,57.5,0,8230x036113,20:3-4-4,2: 1-0-0,6: 2-0-0,2: 1-0-0,0:0-0-0,7:0-2-2,12:3-2-2,1:0-0-0,2:0-0-1,5:0-1-0,4:1-0-1,$287 431,1,Bench. 84,2407,J Kah,4.3,16/10/19,Nick Johnstone R/Estate-Bm84,1-Shared Ambition,3,9,02:30.62,Caulfield,Good 4,60,0:0-0-0,168852,821485,864620,27269,11967,27164,15027,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Exemplar,7,Gelding,Galileo,Miarixa,3,M Zahra,11,C Maher & D Eustace,57.5,0,8230x036113,20:3-4-4,2: 1-0-0,6: 2-0-0,2: 1-0-0,0:0-0-0,7:0-2-2,12:3-2-2,1:0-0-0,2:0-0-1,5:0-1-0,4:1-0-1,$287 431,5,Listed,2400,J Kah,0.5,28/09/19,R.M. Ansett Classic,1-Valac,2,9,02:29.89,Mornington,Good 4,54,0:0-0-0,168297,819440,864620,27269,11967,27164,15027,$140000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Exemplar,7,Gelding,Galileo,Miarixa,3,M Zahra,11,C Maher & D Eustace,57.5,0,8230x036113,20:3-4-4,2: 1-0-0,6: 2-0-0,2: 1-0-0,0:0-0-0,7:0-2-2,12:3-2-2,1:0-0-0,2:0-0-1,5:0-1-0,4:1-0-1,$287 431,4,Open,2500,J Kah,4.1,14/09/19,Very Special Kids Pin & Win,1-Alfarris,8,7.5,02:36.51,Flemington,Good 4,54,0:0-0-0,168036,818200,864620,27269,11967,27164,15027,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Schabau,6,Horse,Pastorius,Staying Alive,4,W Pike,7,Robert Hickmott,57,0,23211x111x7x3,11:5-2-3,0: 0-0-0,4: 3-0-0,0: 0-0-0,0:0-0-0,10:5-2-2,1:0-0-1,0:0-0-0,0:0-0-0,4:1-0-2,2:1-1-0,$300 785,4,Open,2000,W Pike,0.3,29/08/20,Neds Price Boost Qlty,1-Al Galayel,3,4.6,02:02.21,Caulfield,Good 4,56,0:0-0-0,173375,847902,901967,25264,12691,25264,12691,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Schabau,6,Horse,Pastorius,Staying Alive,4,W Pike,7,Robert Hickmott,57,0,23211x111x7x3,11:5-2-3,0: 0-0-0,4: 3-0-0,0: 0-0-0,0:0-0-0,10:5-2-2,1:0-0-1,0:0-0-0,0:0-0-0,4:1-0-2,2:1-1-0,$300 785,4,Open,2000,D Bates,3.5,16/05/20,Lexus Trophy,1-Super Titus,7,7,02:02.15,Flemington,Good 4,56,0:0-0-0,172077,840122,901967,25264,12691,25264,15750,$108000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Schabau,6,Horse,Pastorius,Staying Alive,4,W Pike,7,Robert Hickmott,57,0,23211x111x7x3,11:5-2-3,0: 0-0-0,4: 3-0-0,0: 0-0-0,0:0-0-0,10:5-2-2,1:0-0-1,0:0-0-0,0:0-0-0,4:1-0-2,2:1-1-0,$300 785,1,Listed,2600,C Williams,3.8,02/03/19,3aw Roy Higgins Qlty,2-Naval Warfare,1,1.5,02:46.13,Flemington,Good 4,54,0:0-0-0,165057,801050,901967,25264,12691,25264,10666,$140000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Schabau,6,Horse,Pastorius,Staying Alive,4,W Pike,7,Robert Hickmott,57,0,23211x111x7x3,11:5-2-3,0: 0-0-0,4: 3-0-0,0: 0-0-0,0:0-0-0,10:5-2-2,1:0-0-1,0:0-0-0,0:0-0-0,4:1-0-2,2:1-1-0,$300 785,4,Bench. 84,2000,M Zahra,0.1,16/02/19,Lawn (Bm84),2-Looks Like Elvis,1,2.35,02:02.83,Flemington,Good 3,57.5,0:0-0-0,164629,799779,901967,25264,12691,25264,11967,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Schabau,6,Horse,Pastorius,Staying Alive,4,W Pike,7,Robert Hickmott,57,0,23211x111x7x3,11:5-2-3,0: 0-0-0,4: 3-0-0,0: 0-0-0,0:0-0-0,10:5-2-2,1:0-0-1,0:0-0-0,0:0-0-0,4:1-0-2,2:1-1-0,$300 785,15,Bench. 70,2000,M Zahra,0.2,01/01/19,George Watson (Bm70),2-Prince Ziggy,1,3.8,02:02.95,Flemington,Good 3,60,0:0-0-0,163794,795821,901967,25264,12691,25264,11967,$135000
12/09/2020 00:00:00,Flemington,1,12-Sep-2020 12:05,2500,,Open,56,Of $135000  -  1st  $74250 | 2nd  $24300| 3rd  $12150| 4th  $6750| 5th  $4050,,Quality,Very Special Kids Pin And Win,Apprentices Cannot Claim,Schabau,6,Horse,Pastorius,Staying Alive,4,W Pike,7,Robert Hickmott,57,0,23211x111x7x3,11:5-2-3,0: 0-0-0,4: 3-0-0,0: 0-0-0,0:0-0-0,10:5-2-2,1:0-0-1,0:0-0-0,0:0-0-0,4:1-0-2,2:1-1-0,$300 785,12,Rest,2200,A De Vries,7.0,08/07/18,3yo Cond,,1,5.5,02:18.09,Ger - Hamburg,Good ,56,0:0-0-0,163795,795822,901967,25264,12691,25264,14176,$80012
