meeting date,track,race number,start time,distance,age restrictions,class restrictions,weight restrictions,race prizemoney,sex restrictions,weight type,race name,jockeys can claim,horse name,horse age,horse sex,horse sire,horse dam,horse number,horse jockey,horse barrier,horse trainer,horse weight,horse claim,horse last10,horse record,horse record distance,horse record track,horse record track distance,horse record firm,horse record good,horse record soft,horse record heavy,horse record jumps,horse record first up,horse record second up,horse prize money,form barrier,form class,form distance,form jockey,form margin,form meeting date,form name,form other runners,form position,form price,form time,form track,form track condition,form weight,horse record synthetic,meeting id, race id, horse id, horse trainer id, horse jockey id, form trainer id, form jockey id,prizemoney
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Midterm,8,Gelding,Galileo,Midday,11,Teodore Nugent,6,M & L Cerchi,56,0,6530887256x,34:5-3-3,1: 0-0-0,3: 0-0-0,1: 0-0-0,0:0-0-0,22:1-2-2,8:3-1-1,3:1-0-0,0:0-0-0,8:2-1-1,6:1-1-1,$507 420,1,Listed,2000,D Oliver,7.1,14/03/20,Mornington Cup Prelude,1-Inverloch,8,21,02:04.54,Caulfield,Good 4,55.5,1:0-0-0,171317,835404,865540,27096,16002,27096,662,$150000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Midterm,8,Gelding,Galileo,Midday,11,Teodore Nugent,6,M & L Cerchi,56,0,6530887256x,34:5-3-3,1: 0-0-0,3: 0-0-0,1: 0-0-0,0:0-0-0,22:1-2-2,8:3-1-1,3:1-0-0,0:0-0-0,8:2-1-1,6:1-1-1,$507 420,7,Listed,2800,P Moloney,8.6,01/01/20,Bagot Hcp,1-El Don,10,17,02:55.38,Flemington,Good 3,57.5,1:0-0-0,170309,829016,865540,27096,16002,27096,15047,$160000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Midterm,8,Gelding,Galileo,Midday,11,Teodore Nugent,6,M & L Cerchi,56,0,6530887256x,34:5-3-3,1: 0-0-0,3: 0-0-0,1: 0-0-0,0:0-0-0,22:1-2-2,8:3-1-1,3:1-0-0,0:0-0-0,8:2-1-1,6:1-1-1,$507 420,5,Listed,2500,P Moloney,2.3,07/12/19,Sportsbet Pakenham Cup,1-Etah James,3,21,02:38.33,Racing.Com Park,Good 3,56.5,1:0-0-0,169833,826703,865540,27096,16002,27096,15047,$300000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Midterm,8,Gelding,Galileo,Midday,11,Teodore Nugent,6,M & L Cerchi,56,0,6530887256x,34:5-3-3,1: 0-0-0,3: 0-0-0,1: 0-0-0,0:0-0-0,22:1-2-2,8:3-1-1,3:1-0-0,0:0-0-0,8:2-1-1,6:1-1-1,$507 420,10,Group 2,2400,P Moloney,3.0,16/11/19,Quayclean Zipping Classic,1-Southern France,5,51,02:32.01,Sandown-Hillside,Good 3,59,1:0-0-0,169550,824869,865540,27096,16002,27096,15047,$300000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Midterm,8,Gelding,Galileo,Midday,11,Teodore Nugent,6,M & L Cerchi,56,0,6530887256x,34:5-3-3,1: 0-0-0,3: 0-0-0,1: 0-0-0,0:0-0-0,22:1-2-2,8:3-1-1,3:1-0-0,0:0-0-0,8:2-1-1,6:1-1-1,$507 420,10,Group 3,2600,P Moloney,3.2,09/11/19,Queen Elizabeth Stakes,1-True Self,6,18,02:45.42,Flemington,Good 4,54,1:0-0-0,169438,824165,865540,27096,16002,27096,15047,$300000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Rivet Delight,7,Gelding,Fastnet Rock,Starship,12,B Melham,11,L Smith,56,0,9x6x2000x4737,31:3-4-2,0: 0-0-0,1: 0-0-0,0: 0-0-0,1:0-0-0,25:3-3-0,4:0-1-1,1:0-0-1,0:0-0-0,6:0-3-0,5:1-0-1,$909 045,8,Open,2040,J Allen,2.7,05/09/20,Lockdown Legends Hcp,1-Creedence,7,13,02:06.07,Moonee Valley,Good 3,56,0:0-0-0,173453,848427,873320,7442,13198,7442,14854,$135000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Rivet Delight,7,Gelding,Fastnet Rock,Starship,12,B Melham,11,L Smith,56,0,9x6x2000x4737,31:3-4-2,0: 0-0-0,1: 0-0-0,0: 0-0-0,1:0-0-0,25:3-3-0,4:0-1-1,1:0-0-1,0:0-0-0,6:0-3-0,5:1-0-1,$909 045,3,Open,1523,L Neindorf,1.4,22/08/20,Happy 60th Birthday Pete Hcp,1-Alsvin,3,14,01:36.73,Moonee Valley,Heavy 8,54,0:0-0-0,173294,847380,873320,7442,13198,7442,16395,$125000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Rivet Delight,7,Gelding,Fastnet Rock,Starship,12,B Melham,11,L Smith,56,0,9x6x2000x4737,31:3-4-2,0: 0-0-0,1: 0-0-0,0: 0-0-0,1:0-0-0,25:3-3-0,4:0-1-1,1:0-0-1,0:0-0-0,6:0-3-0,5:1-0-1,$909 045,7,Open,1410,D Bates,6.3,08/08/20,G.H.Mumm Plate,1-Coming Around,7,5.5,01:25.35,Flemington,Soft 7,56,0:0-0-0,173120,846355,873320,7442,13198,7442,15750,$125000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Rivet Delight,7,Gelding,Fastnet Rock,Starship,12,B Melham,11,L Smith,56,0,9x6x2000x4737,31:3-4-2,0: 0-0-0,1: 0-0-0,0: 0-0-0,1:0-0-0,25:3-3-0,4:0-1-1,1:0-0-1,0:0-0-0,6:0-3-0,5:1-0-1,$909 045,10,Open,1400,D Bates,3.9,25/07/20,Neds Price Boost Hcp,1-Morrissy,4,21,01:23.35,Caulfield,Good 4,58,0:0-0-0,172986,845427,873320,7442,13198,7442,15750,$100000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Rivet Delight,7,Gelding,Fastnet Rock,Starship,12,B Melham,11,L Smith,56,0,9x6x2000x4737,31:3-4-2,0: 0-0-0,1: 0-0-0,0: 0-0-0,1:0-0-0,25:3-3-0,4:0-1-1,1:0-0-1,0:0-0-0,6:0-3-0,5:1-0-1,$909 045,4,Class 2,1650,K Teetan,11.5,03/07/19,Hoi Ha Hcp (C2),1-Not Usual Talent,10,13,01:38.66,Happy Valley,Good ,57.5,0:0-0-0,167100,812462,873320,7442,13198,24288,15368,$1950000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Rivet Delight,7,Gelding,Fastnet Rock,Starship,12,B Melham,11,L Smith,56,0,9x6x2000x4737,31:3-4-2,0: 0-0-0,1: 0-0-0,0: 0-0-0,1:0-0-0,25:3-3-0,4:0-1-1,1:0-0-1,0:0-0-0,6:0-3-0,5:1-0-1,$909 045,9,Class 2,1600,A K Chan,7.4,16/06/19,Staunton Hcp (C2),1-Not Usual Talent,10,26,01:32.96,Sha Tin,Good ,55,0:0-0-0,166912,811194,873320,7442,13198,24288,15707,$1950000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Rivet Delight,7,Gelding,Fastnet Rock,Starship,12,B Melham,11,L Smith,56,0,9x6x2000x4737,31:3-4-2,0: 0-0-0,1: 0-0-0,0: 0-0-0,1:0-0-0,25:3-3-0,4:0-1-1,1:0-0-1,0:0-0-0,6:0-3-0,5:1-0-1,$909 045,5,Class 2,1600,R Bayliss,5.5,18/05/19,Sports For All Hcp (C2),1-Red Warrior,10,16,01:33.68,Sha Tin,Good ,57,0:0-0-0,166461,808637,873320,7442,13198,24288,15209,$1950000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Rivet Delight,7,Gelding,Fastnet Rock,Starship,12,B Melham,11,L Smith,56,0,9x6x2000x4737,31:3-4-2,0: 0-0-0,1: 0-0-0,0: 0-0-0,1:0-0-0,25:3-3-0,4:0-1-1,1:0-0-1,0:0-0-0,6:0-3-0,5:1-0-1,$909 045,2,Class 2,1650,Z Purton,0.1,17/04/19,King's Park Hcp (C2),1-Turin Redstar,2,5.2,01:39.32,Happy Valley,Good ,57,0:0-0-0,165850,805506,873320,7442,13198,24288,12158,$1950000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Rivet Delight,7,Gelding,Fastnet Rock,Starship,12,B Melham,11,L Smith,56,0,9x6x2000x4737,31:3-4-2,0: 0-0-0,1: 0-0-0,0: 0-0-0,1:0-0-0,25:3-3-0,4:0-1-1,1:0-0-1,0:0-0-0,6:0-3-0,5:1-0-1,$909 045,14,Class 2,1400,D Whyte,4.3,20/01/19,Po Yan Hcp (C2),1-Waikuku,6,34,01:21.24,Sha Tin,Good ,59,0:0-0-0,164202,797397,873320,7442,13198,24288,12016,$1950000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Rivet Delight,7,Gelding,Fastnet Rock,Starship,12,B Melham,11,L Smith,56,0,9x6x2000x4737,31:3-4-2,0: 0-0-0,1: 0-0-0,0: 0-0-0,1:0-0-0,25:3-3-0,4:0-1-1,1:0-0-1,0:0-0-0,6:0-3-0,5:1-0-1,$909 045,2,Class 2,1400,K Teetan,4.0,02/09/18,Albert Hcp (C2),1-World Record,9,7.2,01:21.44,Sha Tin,Good ,57.5,0:0-0-0,161766,784371,873320,7442,13198,6657,15368,$1950000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Prince Ziggy,7,Gelding,Monaco Consul,Miss Cutie,13,L Nolen,2,Jamie Edwards,56,0,7121343x882,47:9-11-6,5: 0-0-0,5: 0-1-3,0: 0-0-0,0:0-0-0,28:6-9-4,10:1-1-2,5:2-0-0,0:0-0-0,6:0-1-0,6:2-1-0,$377 627,1,Open,1600,D Oliver,1.8,01/08/20,Support Legend Horses' B'day,1-Al Galayel,2,7.5,01:38.20,Moonee Valley,Soft 5,56,4:0-1-0,173055,845903,852731,26200,11756,26200,662,$125000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Prince Ziggy,7,Gelding,Monaco Consul,Miss Cutie,13,L Nolen,2,Jamie Edwards,56,0,7121343x882,47:9-11-6,5: 0-0-0,5: 0-1-3,0: 0-0-0,0:0-0-0,28:6-9-4,10:1-1-2,5:2-0-0,0:0-0-0,6:0-1-0,6:2-1-0,$377 627,11,Bench. 84,1800,C Rawiller,6.7,22/07/20,Jeffrey Armstrong (Bm84),1-Tavirun,8,26,01:53.90,Sandown-Hillside,Soft 7,58.5,4:0-1-0,172952,845151,852731,26200,11756,26200,16454,$40000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Prince Ziggy,7,Gelding,Monaco Consul,Miss Cutie,13,L Nolen,2,Jamie Edwards,56,0,7121343x882,47:9-11-6,5: 0-0-0,5: 0-1-3,0: 0-0-0,0:0-0-0,28:6-9-4,10:1-1-2,5:2-0-0,0:0-0-0,6:0-1-0,6:2-1-0,$377 627,10,Bench. 90,1620,N Callow,5.2,20/06/20,David Bourke Prov. Plate-Bm90,1-Danon Roman,8,19,01:37.95,Flemington,Soft 5,59.5,4:0-1-0,172600,842836,852731,26200,11756,26200,9733,$100000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Prince Ziggy,7,Gelding,Monaco Consul,Miss Cutie,13,L Nolen,2,Jamie Edwards,56,0,7121343x882,47:9-11-6,5: 0-0-0,5: 0-1-3,0: 0-0-0,0:0-0-0,28:6-9-4,10:1-1-2,5:2-0-0,0:0-0-0,6:0-1-0,6:2-1-0,$377 627,3,Open,2000,D Yendall,0.3,11/01/20,Bluegrass Bar Trophy,1-The Lord Mayor,3,11,02:05.07,Flemington,Soft 5,54,4:0-1-0,170431,829825,852731,26200,11756,26200,2740,$135000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Prince Ziggy,7,Gelding,Monaco Consul,Miss Cutie,13,L Nolen,2,Jamie Edwards,56,0,7121343x882,47:9-11-6,5: 0-0-0,5: 0-1-3,0: 0-0-0,0:0-0-0,28:6-9-4,10:1-1-2,5:2-0-0,0:0-0-0,6:0-1-0,6:2-1-0,$377 627,3,Open,1950,N Callow,2.0,20/12/19,J Hirsch Mem. Yarra Valley Cup,1-Danon Roman,4,2.7,01:59.75,Yarra Glen,Good 4,56.5,4:0-1-0,170106,828087,852731,26200,11756,26200,9733,$125000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Prince Ziggy,7,Gelding,Monaco Consul,Miss Cutie,13,L Nolen,2,Jamie Edwards,56,0,7121343x882,47:9-11-6,5: 0-0-0,5: 0-1-3,0: 0-0-0,0:0-0-0,28:6-9-4,10:1-1-2,5:2-0-0,0:0-0-0,6:0-1-0,6:2-1-0,$377 627,1,Bench. 84,1800,M Poy,2.4,14/12/19,Flemington Family Lawn (Bm84),1-Ryan's Fender,3,13,01:49.87,Flemington,Good 4,58.5,4:0-1-0,169985,827340,852731,26200,11756,26200,15981,$125000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Prince Ziggy,7,Gelding,Monaco Consul,Miss Cutie,13,L Nolen,2,Jamie Edwards,56,0,7121343x882,47:9-11-6,5: 0-0-0,5: 0-1-3,0: 0-0-0,0:0-0-0,28:6-9-4,10:1-1-2,5:2-0-0,0:0-0-0,6:0-1-0,6:2-1-0,$377 627,3,Open,1900,N Callow,2.3,01/12/19,Bet365 Traralgon Cup,2-Brigadier,1,3.5,01:59.22,Traralgon,Good 3,58,4:0-1-0,169756,826249,852731,26200,11756,26200,9733,$70000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Prince Ziggy,7,Gelding,Monaco Consul,Miss Cutie,13,L Nolen,2,Jamie Edwards,56,0,7121343x882,47:9-11-6,5: 0-0-0,5: 0-1-3,0: 0-0-0,0:0-0-0,28:6-9-4,10:1-1-2,5:2-0-0,0:0-0-0,6:0-1-0,6:2-1-0,$377 627,3,Open,1620,J Hill,0.1,17/11/19,Michaels Donald Cup,1-Buena Veloz,2,2.6,01:39.29,Donald,Good 4,55.5,4:0-1-0,169581,825064,852731,26200,11756,26200,13898,$70000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Prince Ziggy,7,Gelding,Monaco Consul,Miss Cutie,13,L Nolen,2,Jamie Edwards,56,0,7121343x882,47:9-11-6,5: 0-0-0,5: 0-1-3,0: 0-0-0,0:0-0-0,28:6-9-4,10:1-1-2,5:2-0-0,0:0-0-0,6:0-1-0,6:2-1-0,$377 627,5,Bench. 84,1518,J Hill,1.8,09/11/19,Ballan Community Bank Cup-Bm84,2-Paremuus Boy,1,6.5,01:34.77,Geelong,Heavy 8,58,4:0-1-0,169469,824381,852731,26200,11756,26200,13898,$35000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Prince Ziggy,7,Gelding,Monaco Consul,Miss Cutie,13,L Nolen,2,Jamie Edwards,56,0,7121343x882,47:9-11-6,5: 0-0-0,5: 0-1-3,0: 0-0-0,0:0-0-0,28:6-9-4,10:1-1-2,5:2-0-0,0:0-0-0,6:0-1-0,6:2-1-0,$377 627,2,Bench. 78,1500,D Dunn,3.9,23/10/19,Geelong Aust. McC Country-Bm78,1-Harbour Views,7,71,01:30.02,Geelong,Good 3,60.5,4:0-1-0,169001,822212,852731,26200,11756,26200,15379,$100000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Good Idea,6,Gelding,So You Think,Faint Perfume,14,D Oliver,5,P Stokes,56,0,6x957712432x,27:5-4-3,1: 0-0-0,4: 0-1-1,0: 0-0-0,0:0-0-0,16:2-1-2,8:3-2-1,3:0-1-0,0:0-0-0,5:0-0-1,4:1-0-1,$258 210,1,Bench. 84,2500,Ben Thompson,1.8,23/05/20,Rogan Josh Stayers Trophy-Bm84,1-Sasko,2,11,02:41.70,Flemington,Heavy 8,59,0:0-0-0,172251,840814,860036,21894,662,21894,14011,$108000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Good Idea,6,Gelding,So You Think,Faint Perfume,14,D Oliver,5,P Stokes,56,0,6x957712432x,27:5-4-3,1: 0-0-0,4: 0-1-1,0: 0-0-0,0:0-0-0,16:2-1-2,8:3-2-1,3:0-1-0,0:0-0-0,5:0-0-1,4:1-0-1,$258 210,4,Open,2600,D Oliver,2.3,25/04/20,William Newton Vc Hcp,1-Haky,3,14,02:41.42,Flemington,Good 4,56,0:0-0-0,171820,838609,860036,21894,662,21894,662,$108000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Good Idea,6,Gelding,So You Think,Faint Perfume,14,D Oliver,5,P Stokes,56,0,6x957712432x,27:5-4-3,1: 0-0-0,4: 0-1-1,0: 0-0-0,0:0-0-0,16:2-1-2,8:3-2-1,3:0-1-0,0:0-0-0,5:0-0-1,4:1-0-1,$258 210,4,Open,2400,Ben Thompson,4.7,04/04/20,Geoff Murphy Hcp,1-Mirimar,4,6.5,02:34.26,Caulfield,Heavy 9,56,0:0-0-0,171596,837150,860036,21894,662,21894,14011,$135000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Good Idea,6,Gelding,So You Think,Faint Perfume,14,D Oliver,5,P Stokes,56,0,6x957712432x,27:5-4-3,1: 0-0-0,4: 0-1-1,0: 0-0-0,0:0-0-0,16:2-1-2,8:3-2-1,3:0-1-0,0:0-0-0,5:0-0-1,4:1-0-1,$258 210,12,Group 2,3200,Ben Thompson,2.3,09/03/20,Tab Adelaide Cup,1-King Of Leogrance,2,17,03:24.76,Morphettville,Good 4,53,0:0-0-0,171199,834596,860036,21894,662,21894,14011,$400000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Good Idea,6,Gelding,So You Think,Faint Perfume,14,D Oliver,5,P Stokes,56,0,6x957712432x,27:5-4-3,1: 0-0-0,4: 0-1-1,0: 0-0-0,0:0-0-0,16:2-1-2,8:3-2-1,3:0-1-0,0:0-0-0,5:0-0-1,4:1-0-1,$258 210,9,Bench. 78,2500,D Oliver,1.3,28/02/20,Quest Moonee Ponds Final-Bm78,2-Dark Pearl,1,7,02:38.45,Moonee Valley,Good 4,55,0:0-0-0,171098,834130,860036,21894,662,21894,662,$100000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Good Idea,6,Gelding,So You Think,Faint Perfume,14,D Oliver,5,P Stokes,56,0,6x957712432x,27:5-4-3,1: 0-0-0,4: 0-1-1,0: 0-0-0,0:0-0-0,16:2-1-2,8:3-2-1,3:0-1-0,0:0-0-0,5:0-0-1,4:1-0-1,$258 210,4,Bench. 84,2000,K Mc Evoy,1.9,15/02/20,York R'course Ebor Trophy-Bm84,1-Salsamor,7,6,02:02.50,Flemington,Good 4,54,0:0-0-0,170900,832864,860036,21894,662,21894,11608,$135000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Good Idea,6,Gelding,So You Think,Faint Perfume,14,D Oliver,5,P Stokes,56,0,6x957712432x,27:5-4-3,1: 0-0-0,4: 0-1-1,0: 0-0-0,0:0-0-0,16:2-1-2,8:3-2-1,3:0-1-0,0:0-0-0,5:0-0-1,4:1-0-1,$258 210,8,Bench. 70,2040,Ben Allen,2.6,07/02/20,Ladbrokes Back Yourself (Bm70),1-Under Oath,7,4.4,02:06.77,Moonee Valley,Good 3,60.5,0:0-0-0,170806,832244,860036,21894,662,21894,15557,$50000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Good Idea,6,Gelding,So You Think,Faint Perfume,14,D Oliver,5,P Stokes,56,0,6x957712432x,27:5-4-3,1: 0-0-0,4: 0-1-1,0: 0-0-0,0:0-0-0,16:2-1-2,8:3-2-1,3:0-1-0,0:0-0-0,5:0-0-1,4:1-0-1,$258 210,12,Bench. 70,1800,D Thornton,2.0,18/01/20,Thank You Volunteers (Bm70),1-Donndubhan,5,21,01:50.06,Flemington,Good 4,60.5,0:0-0-0,170548,830511,860036,21894,662,21894,14810,$75000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Good Idea,6,Gelding,So You Think,Faint Perfume,14,D Oliver,5,P Stokes,56,0,6x957712432x,27:5-4-3,1: 0-0-0,4: 0-1-1,0: 0-0-0,0:0-0-0,16:2-1-2,8:3-2-1,3:0-1-0,0:0-0-0,5:0-0-1,4:1-0-1,$258 210,5,Bench. 84,1600,D Thornton,2.5,04/01/20,Troy Janssens (Bm84),1-Exasperate,9,51,01:39.00,Caulfield,Good 3,54,0:0-0-0,170338,829235,860036,21894,662,21894,14810,$125000
12/09/2020 00:00:00,Flemington,5,12-Sep-2020 14:15,1700,,Open,56,Of $125000  -  1st  $68750 | 2nd  $22500| 3rd  $11250| 4th  $6250| 5th  $3750,,Handicap,Winning Edge Presentations Hcp,Apprentices Cannot Claim,Good Idea,6,Gelding,So You Think,Faint Perfume,14,D Oliver,5,P Stokes,56,0,6x957712432x,27:5-4-3,1: 0-0-0,4: 0-1-1,0: 0-0-0,0:0-0-0,16:2-1-2,8:3-2-1,3:0-1-0,0:0-0-0,5:0-0-1,4:1-0-1,$258 210,12,Bench. 78,2500,D Thornton,6.9,24/08/19,Sweeney Estate Agents (Bm78),1-Dabiyr,6,6,02:36.91,Moonee Valley,Good 4,57,0:0-0-0,167743,816518,860036,21894,662,21894,14810,$135000
