meeting date,track,race number,start time,distance,age restrictions,class restrictions,weight restrictions,race prizemoney,sex restrictions,weight type,race name,jockeys can claim,horse name,horse age,horse sex,horse sire,horse dam,horse number,horse jockey,horse barrier,horse trainer,horse weight,horse claim,horse last10,horse record,horse record distance,horse record track,horse record track distance,horse record firm,horse record good,horse record soft,horse record heavy,horse record jumps,horse record first up,horse record second up,horse prize money,form barrier,form class,form distance,form jockey,form margin,form meeting date,form name,form other runners,form position,form price,form time,form track,form track condition,form weight,horse record synthetic,meeting id, race id, horse id, horse trainer id, horse jockey id, form trainer id, form jockey id,prizemoney
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Olifoet,8,Gelding,Teofilo,Miss Martika,11,J Bowditch,12,Wayne Walters,56,0,9x075090105,40:2-2-3,0: 0-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,20:0-1-1,11:0-1-2,9:2-0-0,0:0-0-0,8:0-0-0,7:0-0-1,$39 025,11,Bench. 58,2440,Ms K Walters,12.2,15/05/20,Apco Foundation Race Day-Bm58,1-Grey Khan,11,101,02:36.67,Geelong,Good 4,56,0:0-0-0,172083,840135,828150,23930,10553,23930,12238,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Olifoet,8,Gelding,Teofilo,Miss Martika,11,J Bowditch,12,Wayne Walters,56,0,9x075090105,40:2-2-3,0: 0-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,20:0-1-1,11:0-1-2,9:2-0-0,0:0-0-0,8:0-0-0,7:0-0-1,$39 025,8,Rest. 58,2000,Ms K Walters,6.9,03/05/20,Bet365 Protest Promise Hcp-58,1-So Schmick,5,51,02:09.12,Bairnsdale,Soft 7,57.5,0:0-0-0,171924,839210,828150,23930,10553,23930,12238,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Olifoet,8,Gelding,Teofilo,Miss Martika,11,J Bowditch,12,Wayne Walters,56,0,9x075090105,40:2-2-3,0: 0-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,20:0-1-1,11:0-1-2,9:2-0-0,0:0-0-0,8:0-0-0,7:0-0-1,$39 025,9,Bench. 64,1732,Ms K Walters,15.6,14/04/20,Social Distancing Please-Bm64,1-Sierra Sue,7,201,01:48.23,Sale,Soft 6,56,0:0-0-0,171706,837841,828150,23930,10553,23930,12238,$31500
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Olifoet,8,Gelding,Teofilo,Miss Martika,11,J Bowditch,12,Wayne Walters,56,0,9x075090105,40:2-2-3,0: 0-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,20:0-1-1,11:0-1-2,9:2-0-0,0:0-0-0,8:0-0-0,7:0-0-1,$39 025,10,Bench. 58,1600,Ms K Walters,10.5,22/03/20,East Gippsland Hire (Bm58),1-Saveyourenthusiasm,13,151,01:39.12,Bairnsdale,Good 4,55.5,0:0-0-0,171439,836148,828150,23930,10553,23930,12238,$22000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Olifoet,8,Gelding,Teofilo,Miss Martika,11,J Bowditch,12,Wayne Walters,56,0,9x075090105,40:2-2-3,0: 0-0-0,1: 0-0-0,0: 0-0-0,0:0-0-0,20:0-1-1,11:0-1-2,9:2-0-0,0:0-0-0,8:0-0-0,7:0-0-1,$39 025,12,Bench. 58,2400,Ms K Walters,8.2,22/08/19,Moe Optical Moe Cup 17/10-Bm58,1-Firefree,9,41,02:45.88,Moe,Heavy 10,56,0:0-0-0,167724,816383,828150,23930,10553,23930,12238,$35000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,The Armani,10,Gelding,Hard Spun,Baldaque,12,Ms K Walters,11,Wayne Walters,56,0,9550491093,130:13-10-7,0: 0-0-0,3: 0-0-0,0: 0-0-0,1:1-0-0,58:1-5-6,41:5-3-0,30:6-2-1,0:0-0-0,2:0-0-0,2:0-0-0,$214 449,9,Rest. 58,2446,Ms K Walters,1.2,23/08/20,Ridleys Plumbing Hcp (58),1-Zee Rebel,3,12,02:46.68,Moe,Heavy 10,59,0:0-0-0,173337,847626,798887,23930,12238,23930,12238,$22000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,The Armani,10,Gelding,Hard Spun,Baldaque,12,Ms K Walters,11,Wayne Walters,56,0,9550491093,130:13-10-7,0: 0-0-0,3: 0-0-0,0: 0-0-0,1:1-0-0,58:1-5-6,41:5-3-0,30:6-2-1,0:0-0-0,2:0-0-0,2:0-0-0,$214 449,13,Bench. 58,2400,Ms K Walters,7.0,28/07/20,Svw Electrical (Bm58),1-Prince Alby,9,41,02:40.77,Moe,Heavy 8,57.5,0:0-0-0,173022,845641,798887,23930,12238,23930,12238,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,The Armani,10,Gelding,Hard Spun,Baldaque,12,Ms K Walters,11,Wayne Walters,56,0,9550491093,130:13-10-7,0: 0-0-0,3: 0-0-0,0: 0-0-0,1:1-0-0,58:1-5-6,41:5-3-0,30:6-2-1,0:0-0-0,2:0-0-0,2:0-0-0,$214 449,5,Rest. 58,2447,Ms K Walters,7.4,11/07/20,Halls Plumbing & Gasfitting-58,1-Olifoet,10,12,02:47.65,Moe,Heavy 9,59.5,0:0-0-0,172851,844484,798887,23930,12238,23930,12238,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,The Armani,10,Gelding,Hard Spun,Baldaque,12,Ms K Walters,11,Wayne Walters,56,0,9550491093,130:13-10-7,0: 0-0-0,3: 0-0-0,0: 0-0-0,1:1-0-0,58:1-5-6,41:5-3-0,30:6-2-1,0:0-0-0,2:0-0-0,2:0-0-0,$214 449,3,Bench. 58,2423,Ms K Walters,1.0,25/06/20,Ladbrokes Back Yourself (Bm58),2-Prince Alby,1,41,02:43.30,Moe,Heavy 9,56,0:0-0-0,172666,843282,798887,23930,12238,23930,12238,$31500
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,The Armani,10,Gelding,Hard Spun,Baldaque,12,Ms K Walters,11,Wayne Walters,56,0,9550491093,130:13-10-7,0: 0-0-0,3: 0-0-0,0: 0-0-0,1:1-0-0,58:1-5-6,41:5-3-0,30:6-2-1,0:0-0-0,2:0-0-0,2:0-0-0,$214 449,2,Rest. 58,2000,Ms C Puls,4.2,17/05/20,Yarram Park Hcp (58),1-Eurosymbol,9,26,02:06.62,Casterton,Good 4,56.5,0:0-0-0,172122,840280,798887,23930,12238,23930,9821,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,The Armani,10,Gelding,Hard Spun,Baldaque,12,Ms K Walters,11,Wayne Walters,56,0,9550491093,130:13-10-7,0: 0-0-0,3: 0-0-0,0: 0-0-0,1:1-0-0,58:1-5-6,41:5-3-0,30:6-2-1,0:0-0-0,2:0-0-0,2:0-0-0,$214 449,11,Rest. 58,2000,C Hall,4.9,03/05/20,Bet365 Protest Promise Hcp-58,1-So Schmick,4,41,02:09.12,Bairnsdale,Soft 7,56.5,0:0-0-0,171924,839210,798887,23930,12238,23930,15380,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,The Armani,10,Gelding,Hard Spun,Baldaque,12,Ms K Walters,11,Wayne Walters,56,0,9550491093,130:13-10-7,0: 0-0-0,3: 0-0-0,0: 0-0-0,1:1-0-0,58:1-5-6,41:5-3-0,30:6-2-1,0:0-0-0,2:0-0-0,2:0-0-0,$214 449,5,Bench. 58,2050,A Roustoby,9.3,20/04/20,Take It To The Neds Level-Bm58,1-Infallybelle,11,16,02:13.47,Mornington,Soft 5,66,0:0-0-0,171770,838311,798887,23930,12238,23930,15057,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,The Armani,10,Gelding,Hard Spun,Baldaque,12,Ms K Walters,11,Wayne Walters,56,0,9550491093,130:13-10-7,0: 0-0-0,3: 0-0-0,0: 0-0-0,1:1-0-0,58:1-5-6,41:5-3-0,30:6-2-1,0:0-0-0,2:0-0-0,2:0-0-0,$214 449,10,Rest. 58,2030,Ms K Walters,4.4,12/04/20,Take It To The Neds Level (58),1-Take Stock,5,15,02:11.38,Mornington,Soft 7,57.5,0:0-0-0,171683,837701,798887,23930,12238,23930,12238,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,The Armani,10,Gelding,Hard Spun,Baldaque,12,Ms K Walters,11,Wayne Walters,56,0,9550491093,130:13-10-7,0: 0-0-0,3: 0-0-0,0: 0-0-0,1:1-0-0,58:1-5-6,41:5-3-0,30:6-2-1,0:0-0-0,2:0-0-0,2:0-0-0,$214 449,10,Rest. 58,2000,Ms K Walters,7.4,04/04/20,Harcourts Werribee Hcp (58),1-Pueblo,5,11,02:18.04,Werribee,Heavy 10,58,0:0-0-0,171615,837259,798887,23930,12238,23930,12238,$22000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,The Armani,10,Gelding,Hard Spun,Baldaque,12,Ms K Walters,11,Wayne Walters,56,0,9550491093,130:13-10-7,0: 0-0-0,3: 0-0-0,0: 0-0-0,1:1-0-0,58:1-5-6,41:5-3-0,30:6-2-1,0:0-0-0,2:0-0-0,2:0-0-0,$214 449,8,Bench. 58,2100,Ms K Walters,6.4,08/03/20,Danny O'Brien Mp (Bm58),1-Fiftyonestates,9,15,02:12.90,Stony Creek,Good 4,56.5,0:0-0-0,171257,835002,798887,23930,12238,23930,12238,$22000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Under The Bridge,7,Gelding,Mettre En Jeu,Quality Eyes,13,J Mott,4,Symon Wilde,58.5,0,1x02923x2x547,11:1-3-1,0: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,4:0-2-0,4:1-1-1,3:0-0-0,0:0-0-0,4:0-1-0,3:1-1-0,$24 547,5,Bench. 64,2400,M Julius,4.8,09/08/20,Apiam (Bm64),1-Prince Alby,7,26,02:36.26,Bendigo,Heavy 8,58.5,0:0-0-0,173173,846563,889798,26378,13251,26378,15606,$35000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Under The Bridge,7,Gelding,Mettre En Jeu,Quality Eyes,13,J Mott,4,Symon Wilde,58.5,0,1x02923x2x547,11:1-3-1,0: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,4:0-2-0,4:1-1-1,3:0-0-0,0:0-0-0,4:0-1-0,3:1-1-0,$24 547,4,Bench. 64,2041,B Rawiller,8.4,23/07/20,Western District Agrictre-Bm64,1-Campobasso,4,12,02:17.00,Warrnambool,Heavy 10,59,0:0-0-0,172969,845291,889798,26378,13251,26378,11013,$31500
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Under The Bridge,7,Gelding,Mettre En Jeu,Quality Eyes,13,J Mott,4,Symon Wilde,58.5,0,1x02923x2x547,11:1-3-1,0: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,4:0-2-0,4:1-1-1,3:0-0-0,0:0-0-0,4:0-1-0,3:1-1-0,$24 547,2,Bench. 64,1700,Lee Horner,8.5,05/07/20,Happy Hygiene Hwt (Bm64),1-Delightful Scoop,5,9.5,01:53.87,Warrnambool,Heavy 10,70,0:0-0-0,172773,844062,889798,26378,13251,26378,13807,$31500
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Under The Bridge,7,Gelding,Mettre En Jeu,Quality Eyes,13,J Mott,4,Symon Wilde,58.5,0,1x02923x2x547,11:1-3-1,0: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,4:0-2-0,4:1-1-1,3:0-0-0,0:0-0-0,4:0-1-0,3:1-1-0,$24 547,5,Bench. 58,1600,L Riordan,0.2,01/04/19,Bet365 Price Guarantee (Bm58),1-He's Got Spunk,2,16,01:38.16,Hamilton,Good 4,62,0:0-0-0,165602,804011,889798,26378,13251,26378,15637,$22000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Under The Bridge,7,Gelding,Mettre En Jeu,Quality Eyes,13,J Mott,4,Symon Wilde,58.5,0,1x02923x2x547,11:1-3-1,0: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,4:0-2-0,4:1-1-1,3:0-0-0,0:0-0-0,4:0-1-0,3:1-1-0,$24 547,4,Bench. 68,4065,J Mott,9.0,02/12/18,Oti/Secon Freight Hwt (Bm68),1-Hello My Friend,3,2.15,04:31.95,Warrnambool,Soft 5,67,0:0-0-0,163302,793183,889798,26378,13251,26378,13251,$40000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Under The Bridge,7,Gelding,Mettre En Jeu,Quality Eyes,13,J Mott,4,Symon Wilde,58.5,0,1x02923x2x547,11:1-3-1,0: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,4:0-2-0,4:1-1-1,3:0-0-0,0:0-0-0,4:0-1-0,3:1-1-0,$24 547,13,Bench. 64,2200,Ms L J Meech,0.1,13/11/18,Hygain (Bm64),1-Hifranc,2,3.6,02:20.13,Hamilton,Good 4,58.5,0:0-0-0,163018,791336,889798,26378,13251,26378,12035,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Under The Bridge,7,Gelding,Mettre En Jeu,Quality Eyes,13,J Mott,4,Symon Wilde,58.5,0,1x02923x2x547,11:1-3-1,0: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,4:0-2-0,4:1-1-1,3:0-0-0,0:0-0-0,4:0-1-0,3:1-1-0,$24 547,6,Bench. 70,2500,Ms L J Meech,6.9,02/11/18,Daemco (Bm70),1-Ocean Walzer,9,9,02:40.98,Moonee Valley,Good 4,56,0:0-0-0,162793,790139,889798,26378,13251,26378,12035,$50000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Under The Bridge,7,Gelding,Mettre En Jeu,Quality Eyes,13,J Mott,4,Symon Wilde,58.5,0,1x02923x2x547,11:1-3-1,0: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,4:0-2-0,4:1-1-1,3:0-0-0,0:0-0-0,4:0-1-0,3:1-1-0,$24 547,13,Bench. 58,2030,Ms L J Meech,0.2,19/10/18,Shanahan Electric Motors-Bm58,1-Unbeknown,2,26,02:08.87,Warrnambool,Soft 5,62,0:0-0-0,162597,788940,889798,26378,13251,26378,12035,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Under The Bridge,7,Gelding,Mettre En Jeu,Quality Eyes,13,J Mott,4,Symon Wilde,58.5,0,1x02923x2x547,11:1-3-1,0: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,4:0-2-0,4:1-1-1,3:0-0-0,0:0-0-0,4:0-1-0,3:1-1-0,$24 547,1,Bench. 64,2000,A Mallyon,13.0,07/10/18,Bet 365 (Bm64),1-Captain Rhett,10,12,02:04.40,Bairnsdale,Good 3,59,0:0-0-0,162305,787670,889798,26378,13251,26378,13420,$20000
27/08/2020 00:00:00,Mornington,1,27-Aug-2020 13:00,3080,3yo+,Benchmark 70,56,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,,Handicap,Janet Hemmings (Bm70),Apprentices Can Claim,Under The Bridge,7,Gelding,Mettre En Jeu,Quality Eyes,13,J Mott,4,Symon Wilde,58.5,0,1x02923x2x547,11:1-3-1,0: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,4:0-2-0,4:1-1-1,3:0-0-0,0:0-0-0,4:0-1-0,3:1-1-0,$24 547,6,Maiden,2100,L T Hemi,0.5,10/05/18,Property Brokers Mdn,2-Belladita,1,9.6,02:11.10,Woodville,Dead 4,58.5,0:0-0-0,159823,774849,889798,26378,13251,16276,14115,$10000
meeting date,track,race number,start time,distance,age restrictions,class restrictions,weight restrictions,race prizemoney,sex restrictions,weight type,race name,jockeys can claim,horse name,horse age,horse sex,horse sire,horse dam,horse number,horse jockey,horse barrier,horse trainer,horse weight,horse claim,horse last10,horse record,horse record distance,horse record track,horse record track distance,horse record firm,horse record good,horse record soft,horse record heavy,horse record jumps,horse record first up,horse record second up,horse prize money,form barrier,form class,form distance,form jockey,form margin,form meeting date,form name,form other runners,form position,form price,form time,form track,form track condition,form weight,horse record synthetic,meeting id, race id, horse id, horse trainer id, horse jockey id, form trainer id, form jockey id,prizemoney
27/08/2020 00:00:00,Mornington,2,27-Aug-2020 13:30,1200,3yo,Maiden,0,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,Fillies,Set Weight,Jane Neve Mdn Plate,Apprentices Can Claim,Amateurish,3,Filly,Brazen Beau,Rinky Dink,1,John Allen,2,James Cummings,57,0,53263x36,7:0-1-3,1: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:0-1-2,1:0-0-1,1:0-0-0,0:0-0-0,2:0-0-1,2:0-0-1,$40 395,3,Maiden,1000,D Yendall,3.3,09/08/20,Happy 90th Alan Simpson Mdn,1-Unblushing,6,4,01:00.05,Bendigo,Heavy 8,56,0:0-0-0,173173,846560,910130,26597,14854,26597,2740,$35000
27/08/2020 00:00:00,Mornington,2,27-Aug-2020 13:30,1200,3yo,Maiden,0,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,Fillies,Set Weight,Jane Neve Mdn Plate,Apprentices Can Claim,Amateurish,3,Filly,Brazen Beau,Rinky Dink,1,John Allen,2,James Cummings,57,0,53263x36,7:0-1-3,1: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:0-1-2,1:0-0-1,1:0-0-0,0:0-0-0,2:0-0-1,2:0-0-1,$40 395,6,Maiden,1112,Jye Mc Neil,2.3,17/07/20,Bet365 Odds Drift Protect Mdn,1-Buona Sera,3,4,01:06.23,Geelong,Soft 5,56,0:0-0-0,172901,844821,910130,26597,14854,26597,14936,$31500
27/08/2020 00:00:00,Mornington,2,27-Aug-2020 13:30,1200,3yo,Maiden,0,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,Fillies,Set Weight,Jane Neve Mdn Plate,Apprentices Can Claim,Amateurish,3,Filly,Brazen Beau,Rinky Dink,1,John Allen,2,James Cummings,57,0,53263x36,7:0-1-3,1: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:0-1-2,1:0-0-1,1:0-0-0,0:0-0-0,2:0-0-1,2:0-0-1,$40 395,4,Maiden,1100,M J Walker,1.4,09/03/20,Craigs Royal Hotel Mdn Plate,1-Thudson,3,7,01:03.94,Ballarat,Good 4,56,0:0-0-0,171283,835127,910130,26597,14854,26597,12201,$35000
27/08/2020 00:00:00,Mornington,2,27-Aug-2020 13:30,1200,3yo,Maiden,0,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,Fillies,Set Weight,Jane Neve Mdn Plate,Apprentices Can Claim,Amateurish,3,Filly,Brazen Beau,Rinky Dink,1,John Allen,2,James Cummings,57,0,53263x36,7:0-1-3,1: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:0-1-2,1:0-0-1,1:0-0-0,0:0-0-0,2:0-0-1,2:0-0-1,$40 395,6,Maiden,1200,D Lane,3.3,23/02/20,Ac Accounting-Ballarat Mdn,1-Lunar Fox,6,4.8,01:12.40,Ballarat,Good 4,56,0:0-0-0,171041,833720,910130,26597,14854,26597,14472,$35000
27/08/2020 00:00:00,Mornington,2,27-Aug-2020 13:30,1200,3yo,Maiden,0,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,Fillies,Set Weight,Jane Neve Mdn Plate,Apprentices Can Claim,Amateurish,3,Filly,Brazen Beau,Rinky Dink,1,John Allen,2,James Cummings,57,0,53263x36,7:0-1-3,1: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:0-1-2,1:0-0-1,1:0-0-0,0:0-0-0,2:0-0-1,2:0-0-1,$40 395,8,Maiden,1100,D Lane,1.5,05/02/20,Bet365 Mdn Plate,1-Surooj,2,4.4,01:04.80,Bendigo,Good 4,56,0:0-0-0,170776,831990,910130,26597,14854,26597,14472,$35000
27/08/2020 00:00:00,Mornington,2,27-Aug-2020 13:30,1200,3yo,Maiden,0,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,Fillies,Set Weight,Jane Neve Mdn Plate,Apprentices Can Claim,Amateurish,3,Filly,Brazen Beau,Rinky Dink,1,John Allen,2,James Cummings,57,0,53263x36,7:0-1-3,1: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:0-1-2,1:0-0-1,1:0-0-0,0:0-0-0,2:0-0-1,2:0-0-1,$40 395,3,Open,1100,D Dunn,0.7,18/01/20,Flemington Event Staff Hcp,1-Personal,3,4.6,01:05.64,Flemington,Good 4,57,0:0-0-0,170548,830503,910130,26597,14854,26597,4200,$125000
27/08/2020 00:00:00,Mornington,2,27-Aug-2020 13:30,1200,3yo,Maiden,0,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,Fillies,Set Weight,Jane Neve Mdn Plate,Apprentices Can Claim,Amateurish,3,Filly,Brazen Beau,Rinky Dink,1,John Allen,2,James Cummings,57,0,53263x36,7:0-1-3,1: 0-0-0,0: 0-0-0,0: 0-0-0,0:0-0-0,5:0-1-2,1:0-0-1,1:0-0-0,0:0-0-0,2:0-0-1,2:0-0-1,$40 395,2,Open,1000,D Dunn,1.3,01/01/20,New Year Sprint,1-A Beautiful Night,5,12,00:58.44,Flemington,Good 4,56,0:0-0-0,170309,829010,910130,26597,14854,26597,4200,$125000
27/08/2020 00:00:00,Mornington,2,27-Aug-2020 13:30,1200,3yo,Maiden,0,Of $35000  -  1st  $19250 | 2nd  $6300| 3rd  $3150| 4th  $1750| 5th  $1050,Fillies,Set Weight,Jane Neve Mdn Plate,Apprentices Can Claim,Arlark Mofeed,3,Filly,Akeed Mofeed,Bab Al Shams,3,D W Stackhouse,4,P Stokes,57,0,9x32,3:0-1-1,3: 0-1-1,0: 0-0-0,0: 0-0-0,0:0-0-0,1:0-0-0,0:0-0-0,1:0-1-0,0:0-0-0,2:0-0-1,1:0-1-0,$9 776,1,Maiden,1200,Ms A Bryan,2.5,08/08/20,Ladbrokes Backs Moe Racing Mdn,1-Odeum,2,7,01:16.22,Moe,Heavy 8,54,1:0-0-1,173167,846521,896206,21894,14041,21894,15689,$23000
